theme,title,url,keywords,original_keywords,original_theme,publish_date
"Seguridad, privacidad, datos personales, regulación",Elon Musk hopes Trump victory will help his $44bn Twitter bet pay off,https://www.theguardian.com/technology/2024/oct/27/elon-musk-hopes-trump-victory-will-help-his-44bn-twitter-bet-pay-off,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-06-04
"Seguridad, privacidad, datos personales, regulación","As Silicon Valley eyes US election, Elon Musk is not the only tech bro to worry about",https://www.theguardian.com/technology/2024/oct/20/as-silicon-valley-eyes-us-election-elon-musk-is-not-the-only-tech-bro-to-worry-about,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-12-25
"Seguridad, privacidad, datos personales, regulación",Zuckerberg Augustus: Meta’s emperor rebrands in new clothes,https://www.theguardian.com/technology/2024/sep/28/mark-zuckeberg-revamps-public-image-style,"collaboration, governance","collaboration, governance",Adaptive and multi-stakeholder governance and collaboration,2021-06-16
"Seguridad, privacidad, datos personales, regulación","If Civilization is falling apart, I might as well control it myself",https://www.theguardian.com/games/2024/oct/25/civilization-dominik-diamond-sixth,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-02-11
"Seguridad, privacidad, datos personales, regulación","If Civilization is falling apart, I might as well control it myself",https://www.theguardian.com/games/2024/oct/25/civilization-dominik-diamond-sixth#comments,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-09-16
"Seguridad, privacidad, datos personales, regulación",Pushing Buttons: Is there even any point in making more powerful games consoles?,https://www.theguardian.com/games/2024/oct/23/is-there-even-any-point-in-making-more-powerful-games-consoles,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2022-04-29
"Seguridad, privacidad, datos personales, regulación","Fear the Spotlight review – engrossing, eerie and unexpectedly thought-provoking horror",https://www.theguardian.com/games/2024/oct/23/fear-the-spotlight-review-cozy-game-pals-blumhouse-games,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2024-07-22
"Seguridad, privacidad, datos personales, regulación",‘I am valued here’: the extraordinary film that recreates a disabled boy’s rich digital life,https://www.theguardian.com/film/2024/oct/22/ibelin-film-mats-steen-world-of-warcraft,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-11-14
"Seguridad, privacidad, datos personales, regulación",Humanist chaplain Greg Epstein: ‘Our bowed interactions with our phones look like worship’,https://www.theguardian.com/books/2024/oct/27/greg-epstein-tech-agnostic-harvard,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-10-10
"Seguridad, privacidad, datos personales, regulación",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom,"safety, policy, regulation","regulation, policy",Adaptive and multi-stakeholder governance and collaboration,2020-01-30
"Seguridad, privacidad, datos personales, regulación",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom#comments,"safety, policy, regulation","regulation, policy",Adaptive and multi-stakeholder governance and collaboration,2024-12-31
"Seguridad, privacidad, datos personales, regulación","By showing Musk’s X the red card, has Brazil scored a goal for all democracies?",https://www.theguardian.com/commentisfree/2024/sep/15/by-showing-musks-unruly-x-the-red-card-brazil-has-scored-a-goal-for-all-democracies,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-09-20
"Seguridad, privacidad, datos personales, regulación","By showing Musk’s X the red card, has Brazil scored a goal for all democracies?",https://www.theguardian.com/commentisfree/2024/sep/15/by-showing-musks-unruly-x-the-red-card-brazil-has-scored-a-goal-for-all-democracies#comments,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2023-04-02
"Seguridad, privacidad, datos personales, regulación",Best Android 2024 – flagship smartphones compared and ranked,https://www.theguardian.com/thefilter/2024/oct/24/best-android-2024-flagship-smartphones-compared-and-ranked,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-03-09
"Seguridad, privacidad, datos personales, regulación",Why you should give your child a dumbphone if you want them to be smarter | Torsten Bell,https://www.theguardian.com/commentisfree/2024/oct/26/children-dumbphones-smartphones-app-usage-research,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2021-01-28
"Seguridad, privacidad, datos personales, regulación",Why you should give your child a dumbphone if you want them to be smarter | Torsten Bell,https://www.theguardian.com/commentisfree/2024/oct/26/children-dumbphones-smartphones-app-usage-research#comments,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-04-17
"Seguridad, privacidad, datos personales, regulación","‘It’s not me, it’s just my face’: the models who found their likenesses had been used in AI propaganda",https://www.theguardian.com/technology/2024/oct/16/its-not-me-its-just-my-face-the-models-who-found-their-likenesses-had-been-used-in-ai-propaganda,collaboration,collaboration,Adaptive and multi-stakeholder governance and collaboration,2024-06-21
"Seguridad, privacidad, datos personales, regulación",TechScape: Elon Musk is stumping hard for Donald Trump,https://www.theguardian.com/global/2024/oct/14/elon-musk-stumping-for-trump,"collaboration, policy","policy, collaboration",Adaptive and multi-stakeholder governance and collaboration,2018-09-20
"Seguridad, privacidad, datos personales, regulación",Opt out: how to protect your baby’s photos on the internet,https://www.theguardian.com/technology/2024/oct/10/protecting-your-child-photos-online-privacy,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2020-12-13
"Seguridad, privacidad, datos personales, regulación",TechScape: An elite Silicon Valley school tests a tech fast,https://www.theguardian.com/technology/2024/oct/08/techscape-silicon-valley-school-tech-fast-ai-training,policy,policy,Adaptive and multi-stakeholder governance and collaboration,2016-02-24
"Seguridad, privacidad, datos personales, regulación",What Elon Musk wants from a Donald Trump presidency,https://www.theguardian.com/technology/2024/oct/24/what-elon-musk-wants-from-a-donald-trump-presidency,governance,governance,Adaptive and multi-stakeholder governance and collaboration,2024-03-12
"Seguridad, privacidad, datos personales, regulación",AI art: The end of creativity or the start of a new movement?,https://www.bbc.com/future/article/20241018-ai-art-the-end-of-creativity-or-a-new-movement,collaboration,collaboration,Adaptive and multi-stakeholder governance and collaboration,2020-08-19
"Seguridad, privacidad, datos personales, regulación","Scholz, Modi Push for Peace in Ukraine, Middle East Talks",https://efe.com/en/latest-news/2024-10-25/germany-india/,security,security,"Robustness, security and safety",2020-12-30
"Seguridad, privacidad, datos personales, regulación",Zelenskyy Warns of North Korean Troops Headed to Russia's Front,https://efe.com/en/latest-news/2024-10-25/north-korean-troops/,security,security,"Robustness, security and safety",2021-06-23
"Seguridad, privacidad, datos personales, regulación","Escaping Bombs, Facing Winter: Lebanon's Displaced in Crisis",https://efe.com/en/other-news/2024-10-25/lebanon-crisis/,safety,safety,"Robustness, security and safety",2024-12-28
"Seguridad, privacidad, datos personales, regulación",The American Who Waged a Tech War on China,https://www.wired.com/story/jake-sullivan-china-tech-profile/,security,security,"Robustness, security and safety",2020-07-01
"Seguridad, privacidad, datos personales, regulación",Meet the Far-Right Constitutional Sheriffs Ready to Assert Control if Trump Loses,https://www.wired.com/story/constitutional-sheriffs-election-denial/,security,security,"Robustness, security and safety",2017-09-29
"Seguridad, privacidad, datos personales, regulación","Judges and Border Police Targeted by Anti-Government Extremists, Doxed as ‘Traitors’",https://www.wired.com/story/judges-border-police-targeted-extremism/,security,security,"Robustness, security and safety",2018-10-20
"Seguridad, privacidad, datos personales, regulación",The Maker of Ozempic Is Trying to Block Compounded Versions of Its Blockbuster Drug,https://www.wired.com/story/novo-nordisk-ozempic-compounded-fda-block-pharmacies/,safety,safety,"Robustness, security and safety",2021-11-09
"Seguridad, privacidad, datos personales, regulación",Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/,"safety, security","safety, security","Robustness, security and safety",2023-01-20
"Seguridad, privacidad, datos personales, regulación",Microsoft Warns Foreign Disinformation Is Hitting the US Election From All Directions,https://www.wired.com/story/microsoft-russia-china-iran-election-disinformation/,security,security,"Robustness, security and safety",2018-11-25
"Seguridad, privacidad, datos personales, regulación","Nigeria Drops Charges Against Tigran Gambaryan, Jailed Binance Exec and Former IRS Agent",https://www.wired.com/story/tigran-gambaryan-charges-dropped-nigeria/,security,security,"Robustness, security and safety",2019-04-12
"Seguridad, privacidad, datos personales, regulación",The 16 Best Electric Bikes for Every Kind of Ride,https://www.wired.com/gallery/best-electric-bikes/,safety,safety,"Robustness, security and safety",2023-09-03
"Seguridad, privacidad, datos personales, regulación",Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/#intcid=_wired-verso-hp-trending_797280c9-9710-4a06-9a55-e863ad1af6f2_popular4-1,"safety, security","safety, security","Robustness, security and safety",2021-11-12
"Seguridad, privacidad, datos personales, regulación",The Best 75 October Prime Day Deals You Can Still Snag,https://www.wired.com/story/best-prime-day-deals-october-2024-1/,security,security,"Robustness, security and safety",2022-06-16
"Seguridad, privacidad, datos personales, regulación",'It's a unique language spoken by two people': The twins who created their own language,https://www.bbc.com/future/article/20241025-do-twins-have-a-secret-language,security,security,"Robustness, security and safety",2021-12-28
"Seguridad, privacidad, datos personales, regulación",The weird history of the barcode,https://www.bbc.com/future/article/20241018-barcodes-at-75-how-black-and-white-lines-went-into-space-and-stoked-fears-of-the-antichrist,safety,safety,"Robustness, security and safety",2022-09-21
"Seguridad, privacidad, datos personales, regulación",How to build a nuclear tomb to last millennia,https://www.bbc.com/future/article/20241018-how-to-build-a-nuclear-tomb-to-last-millennia,safety,safety,"Robustness, security and safety",2022-07-28
"Seguridad, privacidad, datos personales, regulación",The secret of the world's richest underwater habitat,https://www.bbc.com/future/article/20241015-the-secret-of-the-worlds-richest-underwater-habitat,resilience,resilience,"Robustness, security and safety",2022-11-02
"Seguridad, privacidad, datos personales, regulación",Vance insists Trump’s ‘enemy from within’ comments weren’t directed at political rivals,http://www.cnn.com/2024/10/27/politics/jd-vance-state-of-the-union/index.html,security,security,"Robustness, security and safety",2018-08-08
"Seguridad, privacidad, datos personales, regulación","The top 10 presidential campaign ads in October, by spending",http://www.cnn.com/2024/10/27/politics/top-10-presidential-campaign-ads/index.html,security,security,"Robustness, security and safety",2019-12-23
"Seguridad, privacidad, datos personales, regulación",What is the ‘red mirage’ or the ‘blue shift’ and will it happen this year?,http://www.cnn.com/2024/10/27/politics/red-mirage-blue-shift-what-matters/index.html,security,security,"Robustness, security and safety",2021-03-07
"Seguridad, privacidad, datos personales, regulación","Tommy Caldwell: He lost a finger and survived a kidnapping. Then, this pro climber took on a 9,000-foot ‘death-trap’",http://www.cnn.com/2024/10/25/sport/tommy-caldwell-alex-honnold-devils-climb-intl-spt/index.html,"resilience, safety","safety, resilience","Robustness, security and safety",2024-04-11
"Seguridad, privacidad, datos personales, regulación",Criminals are looting millions from ATMs in Europe. Here’s why Germany is a prime target,http://www.cnn.com/2024/10/27/europe/criminals-atm-robberies-europe-intl/index.html,security,security,"Robustness, security and safety",2021-02-17
"Seguridad, privacidad, datos personales, regulación",The Vessel in NYC’s Hudson Yards reopens with safety netting 3 years after spate of suicides. But is it any better?,http://www.cnn.com/2024/10/27/us/vessel-hudson-yards-suicide-reopen/index.html,"safety, security","safety, security","Robustness, security and safety",2020-05-08
"Seguridad, privacidad, datos personales, regulación",Dock tragedy is latest chapter in Gullah Geechee community’s long struggle,http://www.cnn.com/2024/10/27/us/georgia-dock-collapse-gullah-geechee-community/index.html,"resilience, safety","safety, resilience","Robustness, security and safety",2018-10-30
"Seguridad, privacidad, datos personales, regulación",2024 NFL Week 8: The best of Sunday’s games and the standout storylines,http://www.cnn.com/2024/10/27/sport/nfl-week-8-sunday-preview-spt-intl/index.html,safety,safety,"Robustness, security and safety",2022-06-05
"Seguridad, privacidad, datos personales, regulación","Sudan: ‘The world doesn’t see us’, said a militia chief while holding Clarissa Ward captive in Darfur",http://www.cnn.com/2024/10/23/africa/darfur-sudan-crisis-militia/index.html,security,security,"Robustness, security and safety",2024-05-29
"Seguridad, privacidad, datos personales, regulación",Illnesses from bacteria in food are on the rise. A doctor explains how to avoid them,http://www.cnn.com/2024/10/25/health/food-safety-diarrhea-e-coli-wellness/index.html,safety,safety,"Robustness, security and safety",2019-12-08
"Seguridad, privacidad, datos personales, regulación","Why Nike, Starbucks and Boeing have lost their magic",http://www.cnn.com/2024/10/25/business/starbucks-nike-boeing-nightcap/index.html,safety,safety,"Robustness, security and safety",2020-07-27
"Seguridad, privacidad, datos personales, regulación",SpaceX’s Crew-8 capsule has come home. Here’s why Boeing Starliner’s astronauts weren’t on it,http://www.cnn.com/2024/10/24/science/boeing-astronauts-spacex-crew-8-splashdown/index.html,safety,safety,"Robustness, security and safety",2021-03-12
"Seguridad, privacidad, datos personales, regulación",Maurizio Cattelan’s viral banana artwork ‘Comedian’ could now be worth $1.5 million,http://www.cnn.com/2024/10/25/style/banana-artwork-maurizio-cattelan-comedian-auction/index.html,safety,safety,"Robustness, security and safety",2023-07-04
"Seguridad, privacidad, datos personales, regulación",Hakeem Jeffries built a plan to be speaker – and maybe hold off Trump,http://www.cnn.com/2024/10/27/politics/hakeem-jeffries-democrat-speaker-trump-harris/index.html,security,security,"Robustness, security and safety",2020-06-06
"Seguridad, privacidad, datos personales, regulación",Trump floats ending the federal income tax. Here’s what that would mean,http://www.cnn.com/2024/10/26/politics/trump-income-taxes-tariffs/index.html,security,security,"Robustness, security and safety",2023-11-03
"Seguridad, privacidad, datos personales, regulación","Before Helene, her ministry helped the homeless in North Carolina. Now, she lives among them",http://www.cnn.com/2024/10/26/us/hurricane-helene-swannanoa-north-carolina/index.html,safety,safety,"Robustness, security and safety",2021-10-04
"Seguridad, privacidad, datos personales, regulación",Japan’s ruling party set to lose long-standing majority in major blow to new PM,http://www.cnn.com/2024/10/27/asia/japan-ruling-party-loses-majority-election-intl/index.html,security,security,"Robustness, security and safety",2021-12-08
"Seguridad, privacidad, datos personales, regulación",Japan elections 2024: Shigeru Ishiba hopes to defy economic woes and party scandals in first test,http://www.cnn.com/2024/10/26/asia/japan-elections-ldp-shigeru-ishiba-intl-hnk/index.html,security,security,"Robustness, security and safety",2022-12-07
"Seguridad, privacidad, datos personales, regulación","ChatGPT can be tricked into telling people how to commit crimes, a tech firm finds",http://www.cnn.com/2024/10/23/business/chatgpt-tricked-commit-crimes/index.html,safety,safety,"Robustness, security and safety",2022-09-17
"Seguridad, privacidad, datos personales, regulación",X changed its terms of service to let its AI train on everyone’s posts. Now users are up in arms,http://www.cnn.com/2024/10/21/tech/x-twitter-terms-of-service/index.html,safety,"safety, misinformation","Robustness, security and safety",2024-07-24
Risks,X changed its terms of service to let its AI train on everyone’s posts. Now users are up in arms,http://www.cnn.com/2024/10/21/tech/x-twitter-terms-of-service/index.html,misinformation,"safety, misinformation","Robustness, security and safety",2022-01-25
"Seguridad, privacidad, datos personales, regulación",Witches walk among us. They’re not like the fictional ones you grew up with,http://www.cnn.com/2024/10/26/us/witches-modern-witchcraft-witchtok-cec/index.html,safety,safety,"Robustness, security and safety",2023-08-21
"Seguridad, privacidad, datos personales, regulación",US intelligence assesses Russian operatives behind fake video showing Pennsylvania ballots being destroyed,http://www.cnn.com/2024/10/25/politics/us-intelligence-assesses-russians-behind-fake-video-pennsylvania-ballots/index.html,"cybersecurity, security","cybersecurity, security, misinformation","Robustness, security and safety",2023-11-10
Risks,US intelligence assesses Russian operatives behind fake video showing Pennsylvania ballots being destroyed,http://www.cnn.com/2024/10/25/politics/us-intelligence-assesses-russians-behind-fake-video-pennsylvania-ballots/index.html,misinformation,"cybersecurity, security, misinformation","Robustness, security and safety",2019-10-26
"Seguridad, privacidad, datos personales, regulación","Sudan: 124 killed as Sudanese paramilitary group attacks village near capital, doctors and activists report",http://www.cnn.com/2024/10/26/africa/124-killed-paramilitary-group-sudan-intl/index.html,safety,safety,"Robustness, security and safety",2024-07-09
"Seguridad, privacidad, datos personales, regulación",Shirley Ayorkor Botchwey appointed Commonwealth secretary general,https://www.theguardian.com/world/2024/oct/26/shirley-ayorkor-botchwey-appointed-commonwealth-secretary-general,"resilience, security","resilience, security","Robustness, security and safety",2021-05-25
"Seguridad, privacidad, datos personales, regulación",Mozambique ruling party declared winner of election marred by killings,https://www.theguardian.com/world/2024/oct/24/mozambique-ruling-party-daniel-chapo-winner-presidential-election,security,security,"Robustness, security and safety",2019-12-10
"Seguridad, privacidad, datos personales, regulación","Four in 10 deaths in war zones last year were women, UN report finds",https://www.theguardian.com/global-development/2024/oct/23/un-women-report-civilian-deaths-children-war-zones-2023-access-healthcare,"safety, security","safety, security","Robustness, security and safety",2024-09-14
"Derechos humanos, Inclusión, discriminación, social, impacto",EU refuses to publish findings of Tunisia human rights inquiry,https://www.theguardian.com/world/2024/oct/23/eu-refuses-to-publish-findings-of-tunisia-human-rights-inquiry,human rights,security,"Robustness, security and safety",2024-12-27
"Seguridad, privacidad, datos personales, regulación",EU refuses to publish findings of Tunisia human rights inquiry,https://www.theguardian.com/world/2024/oct/23/eu-refuses-to-publish-findings-of-tunisia-human-rights-inquiry,security,security,"Robustness, security and safety",2021-10-17
"Seguridad, privacidad, datos personales, regulación",Breakdown in global order causing progress to stall in Africa – report,https://www.theguardian.com/global-development/2024/oct/23/global-rise-populism-causing-authoritarianism-africa-mo-ibrahim-governance-index,"safety, security","safety, security","Robustness, security and safety",2022-07-02
"Seguridad, privacidad, datos personales, regulación",Bolivia’s Evo Morales says his vehicle hit by gunfire as political tension rises,https://www.theguardian.com/world/2024/oct/27/bolivias-evo-morales-vehicle-gunfire-political-tension-rises,security,security,"Robustness, security and safety",2020-05-09
"Seguridad, privacidad, datos personales, regulación",‘There is no money’: Cuba fears total collapse amid grid failure and financial crisis,https://www.theguardian.com/world/2024/oct/26/cuba-power-grid-failure-financial-crisis,safety,safety,"Robustness, security and safety",2019-06-25
"Seguridad, privacidad, datos personales, regulación",Venezuelan opposition says detained activist has been murdered,https://www.theguardian.com/world/2024/oct/25/venezuelan-opposition-says-detained-activist-has-been-murdered,security,security,"Robustness, security and safety",2017-04-19
"Seguridad, privacidad, datos personales, regulación",China vows to take ‘countermeasures’ over US and Taiwan $2bn arms deal,https://www.theguardian.com/world/2024/oct/27/us-taiwan-arms-deal-china-vows-countermeasures-nasams,security,security,"Robustness, security and safety",2018-01-14
"Seguridad, privacidad, datos personales, regulación",Japan’s new PM in precarious position as country votes in tight election,https://www.theguardian.com/world/2024/oct/26/japans-new-prime-minister-faces-tight-election,security,security,"Robustness, security and safety",2021-06-26
"Seguridad, privacidad, datos personales, regulación",‘Time has come’: Commonwealth heads agree to reparatory justice dialogue despite reluctant UK,https://www.theguardian.com/world/2024/oct/26/commonwealth-heads-reparatory-justice-dialogue-despite-reluctant-uk,resilience,resilience,"Robustness, security and safety",2016-08-16
"Seguridad, privacidad, datos personales, regulación",Georgia’s ruling pro-Russia party retains power in blow to EU aspirations,https://www.theguardian.com/world/2024/oct/27/georgia-election-calls-for-protests-as-ruling-pro-russia-party-declared-winner,security,security,"Robustness, security and safety",2019-01-23
"Seguridad, privacidad, datos personales, regulación","Who is Bidzina Ivanishvili, the shadowy billionaire behind Georgia’s pivot to Russia?",https://www.theguardian.com/world/2024/oct/27/who-is-bidzina-ivanishvili-the-shadowy-billionaire-founder-of-georgian-dream,security,security,"Robustness, security and safety",2024-03-11
"Seguridad, privacidad, datos personales, regulación",Man dies while trying to cross Channel to UK,https://www.theguardian.com/uk-news/2024/oct/27/man-dies-cross-channel-uk-france,"safety, security","safety, security","Robustness, security and safety",2024-10-17
"Seguridad, privacidad, datos personales, regulación",Middle East crisis live: one killed and several injured after truck hits bus stop in Israel; protesters disrupt speech by Netanyahu,https://www.theguardian.com/world/live/2024/oct/27/middle-east-crisis-live-iran-supreme-leader-expected-to-speak-after-israeli-airstrikes-at-least-40-reported-killed-in-gaza,security,security,"Robustness, security and safety",2019-02-23
"Seguridad, privacidad, datos personales, regulación",Iran’s supreme leader says military should decide how to respond to Israeli attack,https://www.theguardian.com/world/2024/oct/27/iran-supreme-leader-ayatollah-ali-khamenei-israel-attack,security,security,"Robustness, security and safety",2022-05-28
"Seguridad, privacidad, datos personales, regulación",Southern Beirut hit by airstrikes – as it happened,https://www.theguardian.com/world/live/2024/oct/26/middle-east-crisis-live-israel-airstrikes-iran-lebanon-gaza-hamas-hezbollah-latest-updates,"safety, security","safety, security","Robustness, security and safety",2022-06-11
"Seguridad, privacidad, datos personales, regulación",Joe Biden says he hopes latest Israeli strike on Iran will end escalation,https://www.theguardian.com/world/2024/oct/26/joe-biden-says-he-hopes-latest-israeli-strike-on-iran-will-end-escalation,security,security,"Robustness, security and safety",2021-02-19
"Seguridad, privacidad, datos personales, regulación",Israelis told to urgently leave Sri Lankan tourist areas after terrorist threat,https://www.theguardian.com/world/2024/oct/23/israelis-told-to-urgently-leave-sri-lankan-tourist-areas-arugam-bay-after-terrorist-threat,"safety, security","safety, security","Robustness, security and safety",2019-08-06
"Seguridad, privacidad, datos personales, regulación",Tuesday briefing: Canada puts India ‘on notice’ as row over alleged killing of Sikh activists escalates,https://www.theguardian.com/world/2024/oct/22/tuesday-briefing-how-canada-and-indias-year-long-diplomatic-row-has-escalated,security,security,"Robustness, security and safety",2023-07-24
"Seguridad, privacidad, datos personales, regulación",India’s airline industry in chaos after 90 hoax bomb threats in a week,https://www.theguardian.com/world/2024/oct/21/india-airline-industry-in-chaos-after-90-hoax-bomb-threats-in-a-week,"safety, security","safety, security","Robustness, security and safety",2022-10-11
"Seguridad, privacidad, datos personales, regulación",David Amess’s daughter says Prevent anti-terror scheme ‘isn’t fit for purpose’,https://www.theguardian.com/uk-news/2024/oct/27/david-amess-daughter-prevent-anti-terror-scheme-not-fit-for-purpose,"safety, security","safety, security","Robustness, security and safety",2017-07-22
"Seguridad, privacidad, datos personales, regulación",‘If I had the power I’d destroy the whole thing’: what went wrong with the ghost town of Disney-style castles?,https://www.theguardian.com/world/2024/oct/26/what-went-wrong-with-ghost-town-disney-style-castles-turkey,security,security,"Robustness, security and safety",2024-05-12
"Seguridad, privacidad, datos personales, regulación",‘No one will save you’: tourists warned as volcanic site reopens in Iceland after six eruptions in a year,https://www.theguardian.com/world/2024/oct/26/iceland-volcanic-site-grindavik-reopens,safety,safety,"Robustness, security and safety",2023-04-12
"Seguridad, privacidad, datos personales, regulación",Iran mocks Israel’s ‘weak’ attacks as hardliners call for reprisal,https://www.theguardian.com/world/2024/oct/26/iran-mocks-israel-attacks-weak-hardliners-reprisal,security,security,"Robustness, security and safety",2019-03-04
"Seguridad, privacidad, datos personales, regulación","The weirdest thing about stripping naked with 5,500 people? It didn’t feel weird at all",https://www.theguardian.com/artanddesign/2024/oct/27/naked-spencer-tunick-rising-tide-nude-photo-exhibition,safety,safety,"Robustness, security and safety",2021-03-01
"Seguridad, privacidad, datos personales, regulación",Anti-hate group vows to continue work after Elon Musk’s declaration of ‘war’,https://www.theguardian.com/technology/2024/oct/25/anti-hate-group-vows-continue-work-elon-musk-declaration-war,safety,safety,"Robustness, security and safety",2019-02-01
"Seguridad, privacidad, datos personales, regulación",How to talk to your family and friends about not posting photos of your kids,https://www.theguardian.com/technology/2024/oct/24/posting-children-online-social-media-family-conversation,safety,safety,"Robustness, security and safety",2022-07-05
"Seguridad, privacidad, datos personales, regulación",Child-safety case against Meta and CEO Mark Zuckerberg dismissed,https://www.theguardian.com/technology/2024/oct/22/meta-mark-zuckerberg-child-safety-lawsuit,safety,safety,"Robustness, security and safety",2024-02-01
"Seguridad, privacidad, datos personales, regulación",Chinese believed to have targeted Trump’s and Vance’s phones in US telecommunications breach,https://www.theguardian.com/us-news/2024/oct/25/china-hack-trump-vance,"cybersecurity, security","cybersecurity, security","Robustness, security and safety",2018-08-08
"Seguridad, privacidad, datos personales, regulación",Russia’s FSB protected Evil Corp gang that carried out Nato cyber-attacks,https://www.theguardian.com/technology/2024/oct/01/russian-gang-evil-corp-nato-cyber-attacks-protection-fsb-sanctions,security,security,"Robustness, security and safety",2018-12-13
"Seguridad, privacidad, datos personales, regulación",Justice department charges Iranian operatives in Trump campaign hack,https://www.theguardian.com/us-news/2024/sep/27/charges-iran-trump-campaign-hack,security,security,"Robustness, security and safety",2022-08-28
"Seguridad, privacidad, datos personales, regulación",Trump campaign’s suspected Iranian hack may still be happening,https://www.theguardian.com/us-news/2024/sep/24/trump-campaign-iran-hack,security,security,"Robustness, security and safety",2023-09-12
"Seguridad, privacidad, datos personales, regulación","Iran sent hacked Trump documents to Biden campaign, FBI says",https://www.theguardian.com/us-news/2024/sep/19/iran-sent-hacked-trump-documents-to-biden-campaign-fbi-says,"cybersecurity, security","cybersecurity, security","Robustness, security and safety",2024-04-19
"Seguridad, privacidad, datos personales, regulación",Sweden warns of heightened risk of Russian sabotage,https://www.theguardian.com/world/article/2024/aug/29/sweden-warns-of-heightened-risk-of-russian-sabotage,security,"security, misinformation","Robustness, security and safety",2020-10-30
Risks,Sweden warns of heightened risk of Russian sabotage,https://www.theguardian.com/world/article/2024/aug/29/sweden-warns-of-heightened-risk-of-russian-sabotage,misinformation,"security, misinformation","Robustness, security and safety",2022-10-01
"Seguridad, privacidad, datos personales, regulación",A predator used her 12-year-old face to make porn. She helped pass a law to make that a crime,https://www.theguardian.com/technology/ng-interactive/2024/oct/26/ai-child-sexual-abuse-images-kaylin-hayman,safety,safety,"Robustness, security and safety",2023-11-21
Risks,Zuckerberg Augustus: Meta’s emperor rebrands in new clothes,https://www.theguardian.com/technology/2024/sep/28/mark-zuckeberg-revamps-public-image-style,misinformation,misinformation,"Robustness, security and safety",2021-01-03
"Seguridad, privacidad, datos personales, regulación",What’s so funny about getting an AI app to give you a roasting?,https://www.theguardian.com/technology/article/2024/sep/15/whats-so-funny-about-getting-an-ai-app-to-give-you-a-roasting,safety,safety,"Robustness, security and safety",2020-03-12
"Seguridad, privacidad, datos personales, regulación",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom,safety,safety,"Robustness, security and safety",2024-06-25
"Seguridad, privacidad, datos personales, regulación",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom#comments,safety,safety,"Robustness, security and safety",2021-02-17
"Seguridad, privacidad, datos personales, regulación",Best Android 2024 – flagship smartphones compared and ranked,https://www.theguardian.com/thefilter/2024/oct/24/best-android-2024-flagship-smartphones-compared-and-ranked,security,security,"Robustness, security and safety",2024-06-17
"Seguridad, privacidad, datos personales, regulación",Oura Ring 4 review: best smart ring gets comfort and battery upgrade,https://www.theguardian.com/technology/2024/oct/15/oura-ring-4-review-best-smart-ring-battery-upgrade,resilience,resilience,"Robustness, security and safety",2020-05-10
"Seguridad, privacidad, datos personales, regulación","The best Apple iPhones in 2024 – tested, reviewed and ranked",https://www.theguardian.com/technology/article/2024/jul/08/the-best-apple-iphones-in-2024-tested-reviewed-and-ranked,security,security,"Robustness, security and safety",2023-08-10
Risks,"‘It’s not me, it’s just my face’: the models who found their likenesses had been used in AI propaganda",https://www.theguardian.com/technology/2024/oct/16/its-not-me-its-just-my-face-the-models-who-found-their-likenesses-had-been-used-in-ai-propaganda,misinformation,misinformation,"Robustness, security and safety",2022-07-03
"Seguridad, privacidad, datos personales, regulación",Opt out: how to protect your baby’s photos on the internet,https://www.theguardian.com/technology/2024/oct/10/protecting-your-child-photos-online-privacy,"cybersecurity, safety, security","safety, cybersecurity, security","Robustness, security and safety",2023-01-08
"Seguridad, privacidad, datos personales, regulación",The Story of Kamala Harris,https://www.nytimes.com/2024/08/19/podcasts/the-daily/kamala-harris-dnc.html,safety,safety,"Robustness, security and safety",2023-07-05
