theme,title,url,keywords
"Robustness, security and safety",Russia’s FSB protected Evil Corp gang that carried out Nato cyber-attacks,https://www.theguardian.com/technology/2024/oct/01/russian-gang-evil-corp-nato-cyber-attacks-protection-fsb-sanctions,security
"Robustness, security and safety",Justice department charges Iranian operatives in Trump campaign hack,https://www.theguardian.com/us-news/2024/sep/27/charges-iran-trump-campaign-hack,security
"Robustness, security and safety",Trump campaign’s suspected Iranian hack may still be happening,https://www.theguardian.com/us-news/2024/sep/24/trump-campaign-iran-hack,security
"Robustness, security and safety","Iran sent hacked Trump documents to Biden campaign, FBI says",https://www.theguardian.com/us-news/2024/sep/19/iran-sent-hacked-trump-documents-to-biden-campaign-fbi-says,"cybersecurity, security"
"Robustness, security and safety",Sweden warns of heightened risk of Russian sabotage,https://www.theguardian.com/world/article/2024/aug/29/sweden-warns-of-heightened-risk-of-russian-sabotage,"security, misinformation"
"Robustness, security and safety",A predator used her 12-year-old face to make porn. She helped pass a law to make that a crime,https://www.theguardian.com/technology/ng-interactive/2024/oct/26/ai-child-sexual-abuse-images-kaylin-hayman,safety
"Robustness, security and safety",Zuckerberg Augustus: Meta’s emperor rebrands in new clothes,https://www.theguardian.com/technology/2024/sep/28/mark-zuckeberg-revamps-public-image-style,misinformation
"Robustness, security and safety",What’s so funny about getting an AI app to give you a roasting?,https://www.theguardian.com/technology/article/2024/sep/15/whats-so-funny-about-getting-an-ai-app-to-give-you-a-roasting,safety
"Robustness, security and safety",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom,safety
"Robustness, security and safety",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom#comments,safety
"Robustness, security and safety",Best Android 2024 – flagship smartphones compared and ranked,https://www.theguardian.com/thefilter/2024/oct/24/best-android-2024-flagship-smartphones-compared-and-ranked,security
"Robustness, security and safety",Oura Ring 4 review: best smart ring gets comfort and battery upgrade,https://www.theguardian.com/technology/2024/oct/15/oura-ring-4-review-best-smart-ring-battery-upgrade,resilience
"Robustness, security and safety","The best Apple iPhones in 2024 – tested, reviewed and ranked",https://www.theguardian.com/technology/article/2024/jul/08/the-best-apple-iphones-in-2024-tested-reviewed-and-ranked,security
"Robustness, security and safety","‘It’s not me, it’s just my face’: the models who found their likenesses had been used in AI propaganda",https://www.theguardian.com/technology/2024/oct/16/its-not-me-its-just-my-face-the-models-who-found-their-likenesses-had-been-used-in-ai-propaganda,misinformation
"Robustness, security and safety",Opt out: how to protect your baby’s photos on the internet,https://www.theguardian.com/technology/2024/oct/10/protecting-your-child-photos-online-privacy,"safety, cybersecurity, security"
"Robustness, security and safety",The Story of Kamala Harris,https://www.nytimes.com/2024/08/19/podcasts/the-daily/kamala-harris-dnc.html,safety
"Robustness, security and safety",If Trump Wins,https://www.nytimes.com/interactive/2024/06/16/us/politics/trump-policy-list-2025.html,security
"Robustness, security and safety",Trump to Rally at Madison Square Garden: Election Live Updates,https://www.nytimes.com/live/2024/10/27/us/harris-trump-election,security
"Robustness, security and safety","‘Hysteria!,’ ‘Stranger Things’ and the Satanic Panic That Never Goes Away",https://www.nytimes.com/2024/10/27/arts/television/the-satanic-panic-that-never-goes-away.html,misinformation
"Robustness, security and safety","What Donald Trump Would Do, in His Own Words - The New York Times",https://www.nytimes.com/interactive/2024/10/25/opinion/what-trump-says.html,security
"Robustness, security and safety","Opinion | Nevertheless, Ted Cruz Persists",https://www.nytimes.com/2024/10/27/opinion/ted-cruz-texas-senate-race.html,security
"Robustness, security and safety",How Years of Government Failure Led to Nigeria’s Worst Flood in Decades,https://www.nytimes.com/2024/10/27/world/africa/nigeria-dam-disaster-flood.html,security
"Robustness, security and safety",The American Who Waged a Tech War on China,https://www.wired.com/story/jake-sullivan-china-tech-profile/,security
"Robustness, security and safety",Meet the Far-Right Constitutional Sheriffs Ready to Assert Control if Trump Loses,https://www.wired.com/story/constitutional-sheriffs-election-denial/,security
"Robustness, security and safety","Judges and Border Police Targeted by Anti-Government Extremists, Doxed as ‘Traitors’",https://www.wired.com/story/judges-border-police-targeted-extremism/,security
"Robustness, security and safety",The Maker of Ozempic Is Trying to Block Compounded Versions of Its Blockbuster Drug,https://www.wired.com/story/novo-nordisk-ozempic-compounded-fda-block-pharmacies/,safety
"Robustness, security and safety",Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/,"safety, security"
"Robustness, security and safety",Microsoft Warns Foreign Disinformation Is Hitting the US Election From All Directions,https://www.wired.com/story/microsoft-russia-china-iran-election-disinformation/,security
"Robustness, security and safety","Nigeria Drops Charges Against Tigran Gambaryan, Jailed Binance Exec and Former IRS Agent",https://www.wired.com/story/tigran-gambaryan-charges-dropped-nigeria/,security
"Robustness, security and safety",The 16 Best Electric Bikes for Every Kind of Ride,https://www.wired.com/gallery/best-electric-bikes/,safety
"Robustness, security and safety",Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/#intcid=_wired-verso-hp-trending_797280c9-9710-4a06-9a55-e863ad1af6f2_popular4-1,"safety, security"
"Robustness, security and safety",The Best 75 October Prime Day Deals You Can Still Snag,https://www.wired.com/story/best-prime-day-deals-october-2024-1/,security
"Robustness, security and safety",Shirley Ayorkor Botchwey appointed Commonwealth secretary general,https://www.theguardian.com/world/2024/oct/26/shirley-ayorkor-botchwey-appointed-commonwealth-secretary-general,"resilience, security"
"Robustness, security and safety",Mozambique ruling party declared winner of election marred by killings,https://www.theguardian.com/world/2024/oct/24/mozambique-ruling-party-daniel-chapo-winner-presidential-election,security
"Robustness, security and safety","Four in 10 deaths in war zones last year were women, UN report finds",https://www.theguardian.com/global-development/2024/oct/23/un-women-report-civilian-deaths-children-war-zones-2023-access-healthcare,"safety, security"
"Robustness, security and safety",EU refuses to publish findings of Tunisia human rights inquiry,https://www.theguardian.com/world/2024/oct/23/eu-refuses-to-publish-findings-of-tunisia-human-rights-inquiry,security
"Robustness, security and safety",Breakdown in global order causing progress to stall in Africa – report,https://www.theguardian.com/global-development/2024/oct/23/global-rise-populism-causing-authoritarianism-africa-mo-ibrahim-governance-index,"safety, security"
"Robustness, security and safety",Bolivia’s Evo Morales says his vehicle hit by gunfire as political tension rises,https://www.theguardian.com/world/2024/oct/27/bolivias-evo-morales-vehicle-gunfire-political-tension-rises,security
"Robustness, security and safety",‘There is no money’: Cuba fears total collapse amid grid failure and financial crisis,https://www.theguardian.com/world/2024/oct/26/cuba-power-grid-failure-financial-crisis,safety
"Robustness, security and safety",Venezuelan opposition says detained activist has been murdered,https://www.theguardian.com/world/2024/oct/25/venezuelan-opposition-says-detained-activist-has-been-murdered,security
"Robustness, security and safety",China vows to take ‘countermeasures’ over US and Taiwan $2bn arms deal,https://www.theguardian.com/world/2024/oct/27/us-taiwan-arms-deal-china-vows-countermeasures-nasams,security
"Robustness, security and safety",Japan’s new PM in precarious position as country votes in tight election,https://www.theguardian.com/world/2024/oct/26/japans-new-prime-minister-faces-tight-election,security
"Robustness, security and safety",‘Time has come’: Commonwealth heads agree to reparatory justice dialogue despite reluctant UK,https://www.theguardian.com/world/2024/oct/26/commonwealth-heads-reparatory-justice-dialogue-despite-reluctant-uk,resilience
"Robustness, security and safety",Georgia’s ruling pro-Russia party retains power in blow to EU aspirations,https://www.theguardian.com/world/2024/oct/27/georgia-election-calls-for-protests-as-ruling-pro-russia-party-declared-winner,security
"Robustness, security and safety","Who is Bidzina Ivanishvili, the shadowy billionaire behind Georgia’s pivot to Russia?",https://www.theguardian.com/world/2024/oct/27/who-is-bidzina-ivanishvili-the-shadowy-billionaire-founder-of-georgian-dream,security
"Robustness, security and safety",Man dies while trying to cross Channel to UK,https://www.theguardian.com/uk-news/2024/oct/27/man-dies-cross-channel-uk-france,"safety, security"
"Robustness, security and safety",Middle East crisis live: one killed and several injured after truck hits bus stop in Israel; protesters disrupt speech by Netanyahu,https://www.theguardian.com/world/live/2024/oct/27/middle-east-crisis-live-iran-supreme-leader-expected-to-speak-after-israeli-airstrikes-at-least-40-reported-killed-in-gaza,security
"Robustness, security and safety",Iran’s supreme leader says military should decide how to respond to Israeli attack,https://www.theguardian.com/world/2024/oct/27/iran-supreme-leader-ayatollah-ali-khamenei-israel-attack,security
"Robustness, security and safety",Southern Beirut hit by airstrikes – as it happened,https://www.theguardian.com/world/live/2024/oct/26/middle-east-crisis-live-israel-airstrikes-iran-lebanon-gaza-hamas-hezbollah-latest-updates,"safety, security"
"Robustness, security and safety",Joe Biden says he hopes latest Israeli strike on Iran will end escalation,https://www.theguardian.com/world/2024/oct/26/joe-biden-says-he-hopes-latest-israeli-strike-on-iran-will-end-escalation,security
"Robustness, security and safety",Israelis told to urgently leave Sri Lankan tourist areas after terrorist threat,https://www.theguardian.com/world/2024/oct/23/israelis-told-to-urgently-leave-sri-lankan-tourist-areas-arugam-bay-after-terrorist-threat,"safety, security"
"Robustness, security and safety",Tuesday briefing: Canada puts India ‘on notice’ as row over alleged killing of Sikh activists escalates,https://www.theguardian.com/world/2024/oct/22/tuesday-briefing-how-canada-and-indias-year-long-diplomatic-row-has-escalated,security
"Robustness, security and safety",India’s airline industry in chaos after 90 hoax bomb threats in a week,https://www.theguardian.com/world/2024/oct/21/india-airline-industry-in-chaos-after-90-hoax-bomb-threats-in-a-week,"safety, security"
"Robustness, security and safety",David Amess’s daughter says Prevent anti-terror scheme ‘isn’t fit for purpose’,https://www.theguardian.com/uk-news/2024/oct/27/david-amess-daughter-prevent-anti-terror-scheme-not-fit-for-purpose,"safety, security"
"Robustness, security and safety",‘If I had the power I’d destroy the whole thing’: what went wrong with the ghost town of Disney-style castles?,https://www.theguardian.com/world/2024/oct/26/what-went-wrong-with-ghost-town-disney-style-castles-turkey,security
"Robustness, security and safety",‘No one will save you’: tourists warned as volcanic site reopens in Iceland after six eruptions in a year,https://www.theguardian.com/world/2024/oct/26/iceland-volcanic-site-grindavik-reopens,safety
"Robustness, security and safety",Iran mocks Israel’s ‘weak’ attacks as hardliners call for reprisal,https://www.theguardian.com/world/2024/oct/26/iran-mocks-israel-attacks-weak-hardliners-reprisal,security
"Robustness, security and safety","The weirdest thing about stripping naked with 5,500 people? It didn’t feel weird at all",https://www.theguardian.com/artanddesign/2024/oct/27/naked-spencer-tunick-rising-tide-nude-photo-exhibition,safety
"Robustness, security and safety",Anti-hate group vows to continue work after Elon Musk’s declaration of ‘war’,https://www.theguardian.com/technology/2024/oct/25/anti-hate-group-vows-continue-work-elon-musk-declaration-war,safety
"Robustness, security and safety",How to talk to your family and friends about not posting photos of your kids,https://www.theguardian.com/technology/2024/oct/24/posting-children-online-social-media-family-conversation,safety
"Robustness, security and safety",Child-safety case against Meta and CEO Mark Zuckerberg dismissed,https://www.theguardian.com/technology/2024/oct/22/meta-mark-zuckerberg-child-safety-lawsuit,safety
"Robustness, security and safety",Chinese believed to have targeted Trump’s and Vance’s phones in US telecommunications breach,https://www.theguardian.com/us-news/2024/oct/25/china-hack-trump-vance,"cybersecurity, security"
"Robustness, security and safety",Russia’s FSB protected Evil Corp gang that carried out Nato cyber-attacks,https://www.theguardian.com/technology/2024/oct/01/russian-gang-evil-corp-nato-cyber-attacks-protection-fsb-sanctions,security
"Robustness, security and safety",Justice department charges Iranian operatives in Trump campaign hack,https://www.theguardian.com/us-news/2024/sep/27/charges-iran-trump-campaign-hack,security
"Robustness, security and safety",Trump campaign’s suspected Iranian hack may still be happening,https://www.theguardian.com/us-news/2024/sep/24/trump-campaign-iran-hack,security
"Robustness, security and safety","Iran sent hacked Trump documents to Biden campaign, FBI says",https://www.theguardian.com/us-news/2024/sep/19/iran-sent-hacked-trump-documents-to-biden-campaign-fbi-says,"cybersecurity, security"
"Robustness, security and safety",Sweden warns of heightened risk of Russian sabotage,https://www.theguardian.com/world/article/2024/aug/29/sweden-warns-of-heightened-risk-of-russian-sabotage,"security, misinformation"
"Robustness, security and safety",A predator used her 12-year-old face to make porn. She helped pass a law to make that a crime,https://www.theguardian.com/technology/ng-interactive/2024/oct/26/ai-child-sexual-abuse-images-kaylin-hayman,safety
"Robustness, security and safety",Zuckerberg Augustus: Meta’s emperor rebrands in new clothes,https://www.theguardian.com/technology/2024/sep/28/mark-zuckeberg-revamps-public-image-style,misinformation
"Robustness, security and safety",What’s so funny about getting an AI app to give you a roasting?,https://www.theguardian.com/technology/article/2024/sep/15/whats-so-funny-about-getting-an-ai-app-to-give-you-a-roasting,safety
"Robustness, security and safety",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom,safety
"Robustness, security and safety",Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom#comments,safety
"Robustness, security and safety",Best Android 2024 – flagship smartphones compared and ranked,https://www.theguardian.com/thefilter/2024/oct/24/best-android-2024-flagship-smartphones-compared-and-ranked,security
"Robustness, security and safety",Oura Ring 4 review: best smart ring gets comfort and battery upgrade,https://www.theguardian.com/technology/2024/oct/15/oura-ring-4-review-best-smart-ring-battery-upgrade,resilience
"Robustness, security and safety","The best Apple iPhones in 2024 – tested, reviewed and ranked",https://www.theguardian.com/technology/article/2024/jul/08/the-best-apple-iphones-in-2024-tested-reviewed-and-ranked,security
"Robustness, security and safety","‘It’s not me, it’s just my face’: the models who found their likenesses had been used in AI propaganda",https://www.theguardian.com/technology/2024/oct/16/its-not-me-its-just-my-face-the-models-who-found-their-likenesses-had-been-used-in-ai-propaganda,misinformation
"Robustness, security and safety",Opt out: how to protect your baby’s photos on the internet,https://www.theguardian.com/technology/2024/oct/10/protecting-your-child-photos-online-privacy,"safety, cybersecurity, security"
"Robustness, security and safety",'It's a unique language spoken by two people': The twins who created their own language,https://www.bbc.com/future/article/20241025-do-twins-have-a-secret-language,security
"Robustness, security and safety",The weird history of the barcode,https://www.bbc.com/future/article/20241018-barcodes-at-75-how-black-and-white-lines-went-into-space-and-stoked-fears-of-the-antichrist,safety
"Robustness, security and safety",How to build a nuclear tomb to last millennia,https://www.bbc.com/future/article/20241018-how-to-build-a-nuclear-tomb-to-last-millennia,safety
"Robustness, security and safety",The secret of the world's richest underwater habitat,https://www.bbc.com/future/article/20241015-the-secret-of-the-worlds-richest-underwater-habitat,resilience
Proportionality and harmlessness,"Scholz, Modi Push for Peace in Ukraine, Middle East Talks",https://efe.com/en/latest-news/2024-10-25/germany-india/,security
Proportionality and harmlessness,Zelenskyy Warns of North Korean Troops Headed to Russia's Front,https://efe.com/en/latest-news/2024-10-25/north-korean-troops/,security
Proportionality and harmlessness,"Escaping Bombs, Facing Winter: Lebanon's Displaced in Crisis",https://efe.com/en/other-news/2024-10-25/lebanon-crisis/,safety
Proportionality and harmlessness,The American Who Waged a Tech War on China,https://www.wired.com/story/jake-sullivan-china-tech-profile/,security
Proportionality and harmlessness,Meet the Far-Right Constitutional Sheriffs Ready to Assert Control if Trump Loses,https://www.wired.com/story/constitutional-sheriffs-election-denial/,security
Proportionality and harmlessness,"Judges and Border Police Targeted by Anti-Government Extremists, Doxed as ‘Traitors’",https://www.wired.com/story/judges-border-police-targeted-extremism/,security
Proportionality and harmlessness,The Maker of Ozempic Is Trying to Block Compounded Versions of Its Blockbuster Drug,https://www.wired.com/story/novo-nordisk-ozempic-compounded-fda-block-pharmacies/,safety
Proportionality and harmlessness,Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/,"safety, security"
Proportionality and harmlessness,Microsoft Warns Foreign Disinformation Is Hitting the US Election From All Directions,https://www.wired.com/story/microsoft-russia-china-iran-election-disinformation/,security
Proportionality and harmlessness,"Nigeria Drops Charges Against Tigran Gambaryan, Jailed Binance Exec and Former IRS Agent",https://www.wired.com/story/tigran-gambaryan-charges-dropped-nigeria/,security
Proportionality and harmlessness,The 16 Best Electric Bikes for Every Kind of Ride,https://www.wired.com/gallery/best-electric-bikes/,safety
Proportionality and harmlessness,Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/#intcid=_wired-verso-hp-trending_797280c9-9710-4a06-9a55-e863ad1af6f2_popular4-1,"safety, security"
Proportionality and harmlessness,The Best 75 October Prime Day Deals You Can Still Snag,https://www.wired.com/story/best-prime-day-deals-october-2024-1/,security
Proportionality and harmlessness,'It's a unique language spoken by two people': The twins who created their own language,https://www.bbc.com/future/article/20241025-do-twins-have-a-secret-language,security
Proportionality and harmlessness,The weird history of the barcode,https://www.bbc.com/future/article/20241018-barcodes-at-75-how-black-and-white-lines-went-into-space-and-stoked-fears-of-the-antichrist,safety
Proportionality and harmlessness,How to build a nuclear tomb to last millennia,https://www.bbc.com/future/article/20241018-how-to-build-a-nuclear-tomb-to-last-millennia,safety
Proportionality and harmlessness,Vance insists Trump’s ‘enemy from within’ comments weren’t directed at political rivals,http://www.cnn.com/2024/10/27/politics/jd-vance-state-of-the-union/index.html,security
Proportionality and harmlessness,"The top 10 presidential campaign ads in October, by spending",http://www.cnn.com/2024/10/27/politics/top-10-presidential-campaign-ads/index.html,security
Proportionality and harmlessness,What is the ‘red mirage’ or the ‘blue shift’ and will it happen this year?,http://www.cnn.com/2024/10/27/politics/red-mirage-blue-shift-what-matters/index.html,security
Proportionality and harmlessness,"Tommy Caldwell: He lost a finger and survived a kidnapping. Then, this pro climber took on a 9,000-foot ‘death-trap’",http://www.cnn.com/2024/10/25/sport/tommy-caldwell-alex-honnold-devils-climb-intl-spt/index.html,safety
Proportionality and harmlessness,Criminals are looting millions from ATMs in Europe. Here’s why Germany is a prime target,http://www.cnn.com/2024/10/27/europe/criminals-atm-robberies-europe-intl/index.html,security
Proportionality and harmlessness,The Vessel in NYC’s Hudson Yards reopens with safety netting 3 years after spate of suicides. But is it any better?,http://www.cnn.com/2024/10/27/us/vessel-hudson-yards-suicide-reopen/index.html,"safety, security"
Proportionality and harmlessness,Dock tragedy is latest chapter in Gullah Geechee community’s long struggle,http://www.cnn.com/2024/10/27/us/georgia-dock-collapse-gullah-geechee-community/index.html,safety
Proportionality and harmlessness,2024 NFL Week 8: The best of Sunday’s games and the standout storylines,http://www.cnn.com/2024/10/27/sport/nfl-week-8-sunday-preview-spt-intl/index.html,safety
Proportionality and harmlessness,"Sudan: ‘The world doesn’t see us’, said a militia chief while holding Clarissa Ward captive in Darfur",http://www.cnn.com/2024/10/23/africa/darfur-sudan-crisis-militia/index.html,security
Proportionality and harmlessness,Illnesses from bacteria in food are on the rise. A doctor explains how to avoid them,http://www.cnn.com/2024/10/25/health/food-safety-diarrhea-e-coli-wellness/index.html,safety
Proportionality and harmlessness,"Why Nike, Starbucks and Boeing have lost their magic",http://www.cnn.com/2024/10/25/business/starbucks-nike-boeing-nightcap/index.html,safety
Proportionality and harmlessness,SpaceX’s Crew-8 capsule has come home. Here’s why Boeing Starliner’s astronauts weren’t on it,http://www.cnn.com/2024/10/24/science/boeing-astronauts-spacex-crew-8-splashdown/index.html,safety
Proportionality and harmlessness,Maurizio Cattelan’s viral banana artwork ‘Comedian’ could now be worth $1.5 million,http://www.cnn.com/2024/10/25/style/banana-artwork-maurizio-cattelan-comedian-auction/index.html,safety
Proportionality and harmlessness,Hakeem Jeffries built a plan to be speaker – and maybe hold off Trump,http://www.cnn.com/2024/10/27/politics/hakeem-jeffries-democrat-speaker-trump-harris/index.html,security
Proportionality and harmlessness,Trump floats ending the federal income tax. Here’s what that would mean,http://www.cnn.com/2024/10/26/politics/trump-income-taxes-tariffs/index.html,security
Proportionality and harmlessness,"Before Helene, her ministry helped the homeless in North Carolina. Now, she lives among them",http://www.cnn.com/2024/10/26/us/hurricane-helene-swannanoa-north-carolina/index.html,safety
Proportionality and harmlessness,Japan’s ruling party set to lose long-standing majority in major blow to new PM,http://www.cnn.com/2024/10/27/asia/japan-ruling-party-loses-majority-election-intl/index.html,security
Proportionality and harmlessness,Japan elections 2024: Shigeru Ishiba hopes to defy economic woes and party scandals in first test,http://www.cnn.com/2024/10/26/asia/japan-elections-ldp-shigeru-ishiba-intl-hnk/index.html,security
Proportionality and harmlessness,"ChatGPT can be tricked into telling people how to commit crimes, a tech firm finds",http://www.cnn.com/2024/10/23/business/chatgpt-tricked-commit-crimes/index.html,safety
Proportionality and harmlessness,X changed its terms of service to let its AI train on everyone’s posts. Now users are up in arms,http://www.cnn.com/2024/10/21/tech/x-twitter-terms-of-service/index.html,safety
Proportionality and harmlessness,Witches walk among us. They’re not like the fictional ones you grew up with,http://www.cnn.com/2024/10/26/us/witches-modern-witchcraft-witchtok-cec/index.html,safety
Proportionality and harmlessness,US intelligence assesses Russian operatives behind fake video showing Pennsylvania ballots being destroyed,http://www.cnn.com/2024/10/25/politics/us-intelligence-assesses-russians-behind-fake-video-pennsylvania-ballots/index.html,security
Proportionality and harmlessness,"Sudan: 124 killed as Sudanese paramilitary group attacks village near capital, doctors and activists report",http://www.cnn.com/2024/10/26/africa/124-killed-paramilitary-group-sudan-intl/index.html,safety
Proportionality and harmlessness,Shirley Ayorkor Botchwey appointed Commonwealth secretary general,https://www.theguardian.com/world/2024/oct/26/shirley-ayorkor-botchwey-appointed-commonwealth-secretary-general,security
Proportionality and harmlessness,Mozambique ruling party declared winner of election marred by killings,https://www.theguardian.com/world/2024/oct/24/mozambique-ruling-party-daniel-chapo-winner-presidential-election,security
Proportionality and harmlessness,"Four in 10 deaths in war zones last year were women, UN report finds",https://www.theguardian.com/global-development/2024/oct/23/un-women-report-civilian-deaths-children-war-zones-2023-access-healthcare,"safety, security"
Proportionality and harmlessness,EU refuses to publish findings of Tunisia human rights inquiry,https://www.theguardian.com/world/2024/oct/23/eu-refuses-to-publish-findings-of-tunisia-human-rights-inquiry,"impact assessment, security"
Proportionality and harmlessness,Breakdown in global order causing progress to stall in Africa – report,https://www.theguardian.com/global-development/2024/oct/23/global-rise-populism-causing-authoritarianism-africa-mo-ibrahim-governance-index,"safety, security"
Proportionality and harmlessness,Bolivia’s Evo Morales says his vehicle hit by gunfire as political tension rises,https://www.theguardian.com/world/2024/oct/27/bolivias-evo-morales-vehicle-gunfire-political-tension-rises,security
Proportionality and harmlessness,‘There is no money’: Cuba fears total collapse amid grid failure and financial crisis,https://www.theguardian.com/world/2024/oct/26/cuba-power-grid-failure-financial-crisis,safety
Proportionality and harmlessness,Venezuelan opposition says detained activist has been murdered,https://www.theguardian.com/world/2024/oct/25/venezuelan-opposition-says-detained-activist-has-been-murdered,security
Proportionality and harmlessness,China vows to take ‘countermeasures’ over US and Taiwan $2bn arms deal,https://www.theguardian.com/world/2024/oct/27/us-taiwan-arms-deal-china-vows-countermeasures-nasams,security
Proportionality and harmlessness,Japan’s new PM in precarious position as country votes in tight election,https://www.theguardian.com/world/2024/oct/26/japans-new-prime-minister-faces-tight-election,security
Proportionality and harmlessness,Georgia’s ruling pro-Russia party retains power in blow to EU aspirations,https://www.theguardian.com/world/2024/oct/27/georgia-election-calls-for-protests-as-ruling-pro-russia-party-declared-winner,security
Proportionality and harmlessness,"Who is Bidzina Ivanishvili, the shadowy billionaire behind Georgia’s pivot to Russia?",https://www.theguardian.com/world/2024/oct/27/who-is-bidzina-ivanishvili-the-shadowy-billionaire-founder-of-georgian-dream,security
Proportionality and harmlessness,Man dies while trying to cross Channel to UK,https://www.theguardian.com/uk-news/2024/oct/27/man-dies-cross-channel-uk-france,"safety, security"
Proportionality and harmlessness,Middle East crisis live: one killed and several injured after truck hits bus stop in Israel; protesters disrupt speech by Netanyahu,https://www.theguardian.com/world/live/2024/oct/27/middle-east-crisis-live-iran-supreme-leader-expected-to-speak-after-israeli-airstrikes-at-least-40-reported-killed-in-gaza,security
Proportionality and harmlessness,Iran’s supreme leader says military should decide how to respond to Israeli attack,https://www.theguardian.com/world/2024/oct/27/iran-supreme-leader-ayatollah-ali-khamenei-israel-attack,security
Proportionality and harmlessness,Southern Beirut hit by airstrikes – as it happened,https://www.theguardian.com/world/live/2024/oct/26/middle-east-crisis-live-israel-airstrikes-iran-lebanon-gaza-hamas-hezbollah-latest-updates,"safety, security"
Proportionality and harmlessness,Joe Biden says he hopes latest Israeli strike on Iran will end escalation,https://www.theguardian.com/world/2024/oct/26/joe-biden-says-he-hopes-latest-israeli-strike-on-iran-will-end-escalation,security
Proportionality and harmlessness,Israelis told to urgently leave Sri Lankan tourist areas after terrorist threat,https://www.theguardian.com/world/2024/oct/23/israelis-told-to-urgently-leave-sri-lankan-tourist-areas-arugam-bay-after-terrorist-threat,"safety, security"
Proportionality and harmlessness,Tuesday briefing: Canada puts India ‘on notice’ as row over alleged killing of Sikh activists escalates,https://www.theguardian.com/world/2024/oct/22/tuesday-briefing-how-canada-and-indias-year-long-diplomatic-row-has-escalated,security
Proportionality and harmlessness,India’s airline industry in chaos after 90 hoax bomb threats in a week,https://www.theguardian.com/world/2024/oct/21/india-airline-industry-in-chaos-after-90-hoax-bomb-threats-in-a-week,"safety, security"
Proportionality and harmlessness,David Amess’s daughter says Prevent anti-terror scheme ‘isn’t fit for purpose’,https://www.theguardian.com/uk-news/2024/oct/27/david-amess-daughter-prevent-anti-terror-scheme-not-fit-for-purpose,"safety, security"
Proportionality and harmlessness,Bezos faces criticism after executives met with Trump on day of Post’s non-endorsement,https://www.theguardian.com/media/2024/oct/27/bezos-washington-post-non-endorsement-election,ethics
Proportionality and harmlessness,‘If I had the power I’d destroy the whole thing’: what went wrong with the ghost town of Disney-style castles?,https://www.theguardian.com/world/2024/oct/26/what-went-wrong-with-ghost-town-disney-style-castles-turkey,security
Proportionality and harmlessness,‘No one will save you’: tourists warned as volcanic site reopens in Iceland after six eruptions in a year,https://www.theguardian.com/world/2024/oct/26/iceland-volcanic-site-grindavik-reopens,safety
Proportionality and harmlessness,Iran mocks Israel’s ‘weak’ attacks as hardliners call for reprisal,https://www.theguardian.com/world/2024/oct/26/iran-mocks-israel-attacks-weak-hardliners-reprisal,security
Proportionality and harmlessness,"The weirdest thing about stripping naked with 5,500 people? It didn’t feel weird at all",https://www.theguardian.com/artanddesign/2024/oct/27/naked-spencer-tunick-rising-tide-nude-photo-exhibition,safety
Proportionality and harmlessness,Anti-hate group vows to continue work after Elon Musk’s declaration of ‘war’,https://www.theguardian.com/technology/2024/oct/25/anti-hate-group-vows-continue-work-elon-musk-declaration-war,safety
Proportionality and harmlessness,How to talk to your family and friends about not posting photos of your kids,https://www.theguardian.com/technology/2024/oct/24/posting-children-online-social-media-family-conversation,safety
Proportionality and harmlessness,Child-safety case against Meta and CEO Mark Zuckerberg dismissed,https://www.theguardian.com/technology/2024/oct/22/meta-mark-zuckerberg-child-safety-lawsuit,safety
Proportionality and harmlessness,Chinese believed to have targeted Trump’s and Vance’s phones in US telecommunications breach,https://www.theguardian.com/us-news/2024/oct/25/china-hack-trump-vance,security
Proportionality and harmlessness,Russia’s FSB protected Evil Corp gang that carried out Nato cyber-attacks,https://www.theguardian.com/technology/2024/oct/01/russian-gang-evil-corp-nato-cyber-attacks-protection-fsb-sanctions,security
Proportionality and harmlessness,Justice department charges Iranian operatives in Trump campaign hack,https://www.theguardian.com/us-news/2024/sep/27/charges-iran-trump-campaign-hack,security
Proportionality and harmlessness,Trump campaign’s suspected Iranian hack may still be happening,https://www.theguardian.com/us-news/2024/sep/24/trump-campaign-iran-hack,security
Proportionality and harmlessness,"Iran sent hacked Trump documents to Biden campaign, FBI says",https://www.theguardian.com/us-news/2024/sep/19/iran-sent-hacked-trump-documents-to-biden-campaign-fbi-says,security
